id,name,status,latitude,longitude,hu,affrd_unit,aff_u30,aff_30_50,aff_50_80,aff_80p,municipal,nhood,n_transit
242,Bridge Boston Charter School,completed,42.3161586522969,-71.0845006245423,0,0,0,0,0,0,Boston,Roxbury,"[""MBTA Key Bus Route: 28"", ""MBTA Key Bus Route: 22"", ""MBTA Key Bus Route: 23"", ""MBTA Key Bus Route: 32""]"
538,RCG East Mill,completed,42.7016305401238,-71.1246075350511,51,0,0,0,0,0,North Andover,,"[""RTA: LRTA"", ""RTA: MVRTA""]"
539,Bradstreet on Main,completed,42.6585693510806,-71.142490973303,15,0,0,0,0,0,Andover,,"[""Commuter Rail: Andover""]"
695,159-175 Main St,completed,42.4715595232602,-71.1480798264267,0,,,,,,Woburn,,[]
541,Cahoon Museum of American Art,completed,41.6380936069252,-70.4508618237299,0,,,,,,Barnstable,,"[""RTA: CCRTA""]"
1134,3 pond park,completed,42.1758697330057,-70.9187679173214,0,,,,,,Hingham,,[]
2175,Lowland Farms,completed,42.6254087755974,-70.7846550141382,20,,,,,,Essex,,[]
738,450 Cambridge Street,completed,42.3538949096954,-71.1355942281554,40,5,0,0,0,5,Boston,Allston,"[""Rapid Transit: Harvard Avenue""]"
4,201 West Brookline Street,completed,42.3433886667597,-71.0764206064062,9,0,0,0,0,0,Boston,South End,"[""Rapid Transit: Back Bay""]"
24,55 Cherry Hill Drive,completed,42.5782653877229,-70.915169473171,0,0,0,0,0,0,Danvers,,[]
5,Christopher Heights - Belchertown,completed,42.2733075695865,-72.414364257105,83,43,0,43,0,0,Belchertown,,"[""RTA: PVTA""]"
282,2 Lewis St,completed,42.4138115627567,-71.3260294237701,1,0,0,0,0,0,Lincoln,,"[""Commuter Rail: Lincoln""]"
6,Ludlow Mills - Residences at Mill 10,completed,42.155344518525,-72.4794703422331,75,66,15,,51,,Ludlow,,"[""RTA: PVTA""]"
1216,"Lowe's, Walmart and Meineke Expansions",completed,42.4926177301779,-70.9358073459298,0,0,0,0,0,0,Salem,,[]
10,Mount Holyoke College Centralized Dining,completed,42.2573957683409,-72.5775047421681,0,,,,,,South Hadley,,"[""RTA: PVTA""]"
8,Boston Landing - 80 Guest Street,completed,42.357211555412,-71.1423628608273,0,,,,,,Boston,Brighton,"[""Commuter Rail: Boston Landing""]"
1135,4 Foskett Street,completed,42.3967670575371,-71.1152011585989,3,,,,,,Somerville,Davis Square,"[""Rapid Transit: Ball Square Glx""]"
4871,"44 Maple St.,",completed,42.5662717004555,-70.9366590792406,10,0,0,0,0,0,Danvers,,[]
3744,Holiday Inn Express Expansion - 385 Winter Street,completed,42.3985264908931,-71.2585362674754,0,0,0,0,0,0,Waltham,,[]
2966,Whitney Farm,completed,42.2385066674699,-71.4171270829224,48,12,0,0,12,0,Sherborn,,[]
2033,Ashland Woods,completed,42.2428735653733,-71.485220593501,48,12,0,0,12,0,Ashland,,"[""RTA: MWRTA""]"
20,Isenberg School of Management Renovation Expansion,completed,42.3865350679079,-72.5247694210319,0,0,0,0,0,0,Amherst,,"[""RTA: PVTA""]"
248,"60 Vassar Street/MIT Nano Lab, Building 12",completed,42.3606661354921,-71.0918474727008,0,0,0,0,0,0,Cambridge,MIT,"[""Rapid Transit: Kendall/Mit""]"
543,Edgewood Retirement Community,completed,42.7009181499978,-71.1061705553146,40,0,0,0,0,0,North Andover,,[]
739,55 School Street,completed,42.6161916480823,-71.0191927087362,1,,,,,,Middleton,,[]
31,Johnstone HVAC Warehouse & Showroom,completed,41.6907889016585,-70.1899935673909,0,,,,,,Yarmouth,,[]
35,Olmsted Hill,completed,42.3302732327689,-71.1414376666175,34,24,,,12,12,Brookline,,"[""Rapid Transit: Beaconsfield""]"
45,Merck Research Center,completed,42.3397776377624,-71.1032596085988,0,,,,,,Boston,Longwood Medical Area,"[""Rapid Transit: Longwood Medical Area""]"
38,Residences at Malden Station,completed,42.4276491968473,-71.0736489357772,84,,,,,,Malden,Downtown,"[""Rapid Transit: Malden Center""]"
39,Neponset Field,completed,42.2615823360454,-71.1063207820148,95,95,,,,,Boston,Hyde Park,[]
49,Emmanuel College (Jean Yawkey Center),completed,42.340934821699,-71.1027118530229,0,,,,,,Boston,Longwood Medical Area,"[""Rapid Transit: Fenway Park""]"
41,The Clarion at 311 Blue Hill Avenue,completed,42.313528651638,-71.0792506003865,39,32,0,27,0,5,Boston,Dorchester,"[""MBTA Key Bus Route: 28"", ""MBTA Key Bus Route: 22"", ""MBTA Key Bus Route: 23"", ""MBTA Key Bus Route: 32""]"
46,Blackfan Research Center,completed,42.3390186419855,-71.104249612559,0,,,,,,Boston,Longwood Medical Area,"[""Rapid Transit: Brigham Circle""]"
544,Education Therapy Center,completed,42.8414576881775,-70.9476771012628,0,,,,,,Amesbury,,"[""RTA: MVRTA""]"
51,Wheelock College Campus Center,completed,42.3417594416822,-71.1064430387194,0,,,,,,Boston,Longwood Medical Area,"[""Rapid Transit: Longwood Station""]"
47,Boston Cargo Terminal,completed,42.3468146317922,-71.028569545805,0,0,0,0,0,0,Boston,South Boston Waterfront,"[""Rapid Transit: 25 Dry Dock Ave @ Harbor St""]"
43,Glen Ellen Country Club Housing,completed,42.1846916303967,-71.3945246177748,324,0,0,0,0,0,Millis,,"[""RTA: MWRTA""]"
2973,Dexter Southfield School Field House,completed,42.3064275685157,-71.1372254451862,0,0,0,0,0,0,Brookline,,[]
54,"5 Channel Center - Fraunhofer ""Living Lab""",completed,42.3449166963325,-71.0517349834595,0,0,0,0,0,0,Boston,South Boston Waterfront,"[""Rapid Transit: Broadway""]"
82,50 Howard Street,completed,42.397753405993,-71.1264842817094,5,,,,,,Somerville,Davis Square,"[""Rapid Transit: Davis""]"
940,Deer Creek,completed,42.1859199177634,-71.3566441182397,25,0,0,0,0,0,Millis,,[]
6126,7 Central Street,completed,42.3836854860988,-71.1064465300822,40,10,0,0,0,0,Somerville,Spring Hill,[]
59,NU IMP Amendment and West Village Building F,completed,42.3375751243633,-71.0913282279257,135,,,,,,Boston,Fenway,"[""Rapid Transit: Ruggles""]"
1084,Madison Place Southborough,completed,42.2886924246648,-71.5532383430699,168,35,0,0,35,0,Southborough,,[]
545,Amesbury Chevrolet,completed,42.8459816154222,-70.9081164251838,0,0,0,0,0,0,Amesbury,,"[""RTA: MVRTA""]"
55,Parcel 1 (MTA) Simpson Housing Bulfinch,completed,42.365632591998,-71.058767048478,0,0,0,0,0,0,Boston,West End,"[""Rapid Transit: North Station""]"
77,Tulloug Reelly,completed,42.4107766903024,-71.0890144538676,19,,,,,,Medford,,[]
86,Central Place Senior Housing ,completed,42.5768883701574,-71.0910511359205,26,,,,,,North Reading,,[]
65,Charlestown Recovery House,completed,42.3762537316194,-71.0562677636868,0,,,,,,Boston,Charlestown,"[""Ferry: Boston-Charlestown (F4)""]"
84,20 Howard Street,completed,42.3976452140294,-71.1263691838603,4,,,,,,Somerville,Davis Square,"[""Rapid Transit: Davis""]"
83,Temple Street Condominiums,completed,42.3958074849901,-71.0898008370111,15,,,,,,Somerville,Winter Hill,"[""RTA: MVRTA""]"
85,Jefferson Union Condos,completed,42.4488527681752,-71.2210152315813,13,,,,,,Lexington,,"[""RTA: LEXPRESS"", ""RTA: LRTA""]"
88,Franklin Pierce Dr.,completed,42.5368250995282,-70.9256123315519,16,,,,,,Peabody,,[]
70,CVS Building,completed,42.3646995863422,-71.0599121577032,9,,,,,,Boston,West End,"[""Rapid Transit: North Station""]"
73,Mystic Mall I,completed,42.3942114616976,-71.0427391470048,0,,,,,,Chelsea,,"[""Commuter Rail: Chelsea""]"
3281,35 South Huntington,completed,42.3312700335325,-71.1120398293432,38,5,0,0,5,0,Boston,Mission Hill,"[""Rapid Transit: Riverway""]"
548,Point Shore Meadows,completed,42.8397848838378,-70.9093244774085,13,0,0,0,0,0,Amesbury,,"[""RTA: MVRTA""]"
89,Blue Ribbon Plaza,completed,42.4897966285093,-71.2725946633264,0,,,,,,Bedford,,[]
78,7 Hason Street,completed,42.3805171244942,-71.1062171870447,1,,,,,,Somerville,Duck Village,[]
76,Franklin Heights Subdivision,completed,42.442592174889,-71.0173798420923,12,0,0,0,0,0,Revere,,[]
80,28 Crescent Street,completed,42.3828554009613,-71.080200898274,2,,,,,,Somerville,East Somerville,"[""Rapid Transit: Sullivan Square""]"
79,9 Hanson Street,completed,42.3805171244942,-71.1062171870447,1,,,,,,Somerville,Duck Village,[]
81,40 Howard Street,completed,42.3975990168981,-71.1263885301745,5,,,,,,Somerville,Davis Square,"[""Rapid Transit: Davis""]"
92,Welch Company,completed,42.195579240187,-70.7247296019414,0,,,,,,Scituate,,[]
94,Walgreen's,completed,42.3758309969216,-71.5638522810943,0,,,,,,Hudson,,[]
97,Sovereign Bank,completed,42.1071603362008,-70.7533141980245,0,,,,,,Marshfield,,"[""RTA: GATRA""]"
3304,506 Old Bedford Rd. PRD,completed,42.4716542990196,-71.321640491051,8,1,0,0,1,0,Concord,,[]
98,Sullivan Tire,completed,42.1070148710694,-70.7546847067248,0,,,,,,Marshfield,,"[""RTA: GATRA""]"
103,Bayside Marine,completed,42.037642658116,-70.671562195591,0,,,,,,Duxbury,,"[""RTA: GATRA""]"
101,Pratt Circle,completed,42.0471126924913,-70.7618174937782,4,,,,,,Duxbury,,[]
102,Freeman Farms,completed,42.0334006555949,-70.672144327719,17,,,,,,Duxbury,,"[""RTA: GATRA""]"
95,Chestnut Hill,completed,42.1271062852652,-70.7070197761095,26,,0,0,0,0,Marshfield,,[]
104,Mill Estates,completed,42.0938731365465,-71.3619422405873,4,,,,,,Franklin,,[]
74,Hampton Inn,completed,42.4012858443221,-71.00645878343,0,0,0,0,0,0,Revere,,[]
106,Dana Estates,completed,42.075708099601,-71.3438581197977,2,,0,0,0,0,Wrentham,,[]
96,Waste Solutions,completed,42.1048219306943,-70.7566339181684,0,0,0,0,0,0,Marshfield,,"[""RTA: GATRA""]"
99,Roach Bros Supermarket,completed,42.1046301982651,-70.742204374427,0,0,0,0,0,0,Marshfield,,"[""RTA: GATRA""]"
1137,Aldrich Farms,completed,42.5949868427204,-71.4033072703852,12,,,,,,Westford,,[]
108,Village at Cedarview 40B,completed,42.1610378521463,-71.5350156714601,18,,,,,,Milford,,[]
4784,Dadak Drive,completed,42.7007757290285,-71.2679958759729,21,0,0,0,0,0,Dracut,,[]
110,Canali Estates,completed,42.1400225054518,-71.5055094697618,10,,,,,,Milford,,"[""RTA: MWRTA""]"
118,Derby Woods,completed,42.4464925106105,-71.5386667921566,33,,,,,,Stow,,[]
116,Courtland Square,completed,42.1718930037638,-71.4777794689422,15,,,,,,Holliston,,"[""RTA: MWRTA""]"
117,Grassy Pond Place (Fort Pond Place),completed,42.5054472802664,-71.4520010381351,4,,,,,,Acton,,[]
114,TD Bank North,completed,42.4895130915424,-71.2740742850785,0,,,,,,Bedford,,[]
115,Madison Place - 737-741 Main Street,completed,42.5091634251189,-71.4132328894342,8,,,,,,Acton,,[]
550,Hampton Inn,completed,42.8475530765824,-70.9082143408528,0,,,,,,Amesbury,,"[""RTA: MVRTA""]"
134,28 Murdock Street,completed,42.3958583890908,-71.1084426181414,3,,,,,,Somerville,Magoun Square,"[""Rapid Transit: Lowell Street Glx""]"
1138,Windsor Woods,completed,42.1461392700079,-71.1064460515883,159,,,,,,Canton,,[]
120,Station Landing,completed,42.4037422829284,-71.0804311082083,595,,,,,,Medford,,"[""Rapid Transit: Wellington""]"
125,625 Putnam Ave,completed,42.356197780414,-71.1065436443562,40,,,,,,Cambridge,Cambridgeport,[]
121,Agave Mexican Grille 280 Medford Street,completed,42.4172404629192,-71.0764730261255,0,,,,,,Malden,Industrial Park,[]
122,CVS 575 Broadway,completed,42.4404197838538,-71.0313197771941,0,,,,,,Malden,Linden Highlands,[]
123,Adirondack Club,completed,42.1006495941357,-71.3707376067265,0,,,,,,Franklin,,[]
130,51 Lafayette Street - Derby Lofts,completed,42.5199143540842,-70.8930840517877,54,,,,,,Salem,,"[""Commuter Rail: Salem""]"
1213,Mobile Mini,completed,42.0367988786956,-71.0582617785451,0,,,,,,West Bridgewater,,"[""RTA: BAT""]"
4627,Lincoln Building,completed,42.2420949509676,-70.8896078511548,6,0,0,0,0,0,Hingham,,[]
741,60 - 62 Pleasant Street,completed,42.5460192816455,-70.8854524253628,33,33,,,,,Beverly,,"[""Commuter Rail: Beverly""]"
133,9 Everett Street,completed,42.3868203109825,-71.0879267302248,6,,,,,,Somerville,East Somerville,"[""Rapid Transit: Washington Street""]"
941,Smith,completed,42.5937840982763,-70.8841704443933,4,,,,,,Wenham,,[]
138,120-124 Rindge Ave (St Johns Phases 1B and 2),completed,42.3921088974869,-71.1298523880105,44,,,,,,Cambridge,North Cambridge,"[""MBTA Key Bus Route: 77""]"
140,Self-Storage- 50 Middlesex Ave,completed,42.3923429649502,-71.0834063834049,0,,,,,,Somerville,Assembly Square,"[""Rapid Transit: Assembly""]"
124,270 Cedar St,completed,42.3969774892383,-71.1092513882674,9,0,0,0,0,0,Somerville,Ball Square,"[""Rapid Transit: Ball Square Glx""]"
1269,Penniman on the Park,completed,42.3552981429817,-71.1361950870151,36,6,0,0,0,6,Boston,Allston,"[""Rapid Transit: Harvard Avenue""]"
219,Music Center,completed,42.7734417086256,-71.0829313853292,16,0,0,0,0,0,Haverhill,,"[""Commuter Rail: Haverhill""]"
143,Whittier Street Health Center- 1290 Tremont Street,completed,42.3327526272602,-71.0919691266545,0,,,,,,Boston,Roxbury,"[""Rapid Transit: Roxbury Crossing""]"
182,Middlesex School Music Center,completed,42.4984892724282,-71.3679422899493,0,,,,,,Concord,,[]
144,Cambridge Health Alliance- 195 Canal Street,completed,42.4198484666555,-71.0727956735573,0,,,,,,Malden,Industrial Park,"[""Rapid Transit: Malden Center""]"
220,Monarch Lofts,completed,42.7028345637988,-71.1518917092663,204,,,,,,Lawrence,,"[""Commuter Rail: Lawrence""]"
162,Mystic Valley Development Commission- 359 Commercial Street,completed,42.4149806064564,-71.0763337511828,0,,,,,,Malden,Industrial Park,[]
149,Prudential Office ,completed,42.3473054689035,-71.0814580669872,0,,,,,,Boston,Back Bay,"[""Rapid Transit: Prudential""]"
147,131 Dartmouth Street- 131 Dartmouth Street,completed,42.346587798147,-71.0753583962716,0,,,,,,Boston,South End,"[""Rapid Transit: Back Bay""]"
551,Horace Mann Apartments,completed,42.8587934149981,-70.9224495704755,10,0,0,0,0,0,Amesbury,,"[""RTA: MVRTA""]"
3738,505 West Central Street,completed,42.0903605368132,-71.4190575566298,0,0,0,0,0,0,Franklin,,"[""RTA: GATRA""]"
164,Derby Brook,completed,42.1844841170576,-70.91057620746,20,5,0,0,5,0,Hingham,,[]
151,NU - West Village Residence Hall E- 10 Leon St.,completed,42.3365708753196,-71.0918094702749,0,,,,,,Boston,Fenway,"[""Rapid Transit: Ruggles""]"
150,NU - Behrakis Health Science Building- 30 Leon Street,completed,42.3369750848863,-71.0915591496969,0,,,,,,Boston,Fenway,"[""Rapid Transit: Ruggles""]"
154,Interfaith Apartments,completed,42.3469386656444,-71.073590598389,69,69,,,,,Boston,South End,"[""Rapid Transit: Back Bay""]"
148,40 Washington St,completed,42.4411233577351,-71.072106688835,0,0,0,0,0,0,Melrose,,"[""Rapid Transit: Oak Grove""]"
153,Prudential Market- 800 Boylston Street,completed,42.3473054689035,-71.0814580669872,0,0,0,0,0,0,Boston,Back Bay,"[""Rapid Transit: Prudential""]"
2649,EMC Corp Southborough,completed,42.2835997547805,-71.5513617219708,0,0,0,0,0,0,Southborough,,[]
335,The Coolidge Phase II,completed,42.3542758190687,-71.4039690614449,56,56,0,0,0,0,Sudbury,,[]
159,St. Francis House - 39 Boylston Street ,completed,42.3524886529241,-71.0635906213518,14,,,,,,Boston,Downtown,"[""Rapid Transit: Chinatown""]"
157,Academy Homes I - 1584-1596 Columbus Ave ,completed,42.3215395128645,-71.0980621957976,202,,,,,,Boston,Roxbury,"[""Rapid Transit: Jackson Square""]"
184,Moe's Southwest Grill,completed,42.0897208915203,-71.0474673587578,0,,,,,,Brockton,,"[""RTA: BAT""]"
835,Starboard Place (Parcel 39A),completed,42.3760784824866,-71.0533372655068,54,,,,,,Boston,Charlestown,"[""Ferry: Boston-Charlestown (F4)""]"
167,Fan Pier Parcel A & B - Vertex Global Headquarters,completed,42.3542362079485,-71.0456223946564,0,,,,,,Boston,South Boston Waterfront,"[""Rapid Transit: Courthouse""]"
160,Cedar Crossing,completed,42.4580946260081,-71.0686869331132,16,2,0,0,2,0,Melrose,,"[""Commuter Rail: Melrose Highlands""]"
170,The Viridian (1282 Boylston),completed,42.3446509747494,-71.0969403422387,322,,,,,,Boston,Fenway,"[""Rapid Transit: Kenmore""]"
742,950 Winter Street,completed,42.4013203194502,-71.2776119138965,0,,,,,,Waltham,,[]
2110,Woodrow Condominiums,completed,42.2855746409688,-71.0901900936223,23,,,,,,Boston,Dorchester,"[""Commuter Rail: Morton Street""]"
176,Middlesex School Paine Barn,completed,42.4984892724282,-71.3679422899493,0,,,,,,Concord,,[]
175,Concord Academy Bradford Hall,completed,42.4592962815793,-71.3546608072282,0,0,0,0,0,0,Concord,,"[""Commuter Rail: Concord""]"
173,Stop and Shop,completed,42.067164339194,-70.8122360971771,0,,,,,,Pembroke,,"[""RTA: GATRA""]"
3736,Knight Circle,completed,42.5775781226403,-70.7707047140252,2,0,0,0,0,0,Manchester,,"[""Commuter Rail: Manchester""]"
183,FM Global Campus Office Development Norwood,completed,42.1740165196655,-71.1907057333856,0,,,,,,Norwood,,[]
7142,Asmara Luxury Apartments,completed,42.2599560953935,-71.783325016012,36,0,0,0,0,0,Worcester,,"[""RTA: WRTA""]"
1711,Belle Isle Condominiums,completed,42.3942120472785,-70.9941549660362,60,0,0,0,0,0,Revere,,"[""Rapid Transit: Beachmont""]"
743,Acorn Park,completed,42.550120077142,-71.6332973695351,48,,,,,,Shirley,,[]
185,Madison Tropical Parcel 10 (Tropical Foods),completed,42.3332368672762,-71.0823476975385,30,,,,,,Boston,Roxbury,"[""Rapid Transit: Melnea Cass Blvd""]"
186,Market Basket,completed,42.0946707116596,-71.0527406010522,0,,,,,,Brockton,,"[""RTA: BAT""]"
284,pizza&,completed,42.3735787872681,-71.1197195503429,0,0,0,0,0,0,Cambridge,West Cambridge,"[""Rapid Transit: Harvard""]"
1140,Beauport Hotel Gloucester,completed,42.6094745772857,-70.66539562821,0,0,0,0,0,0,Gloucester,,"[""Commuter Rail: Gloucester""]"
744,"Advanced Micro Devices, Inc.",completed,42.49990383727,-71.4796779961627,0,,,,,,Boxborough,,[]
191,FW Webb Warehouse & Showroom,completed,42.4443441835697,-71.0302621014266,0,0,0,0,0,0,Melrose,,[]
263,Emmerton House,completed,42.5227283690263,-70.8843989044756,6,0,0,0,0,0,Salem,,[]
216,15 Zaloga Way,completed,42.6077403279914,-71.0139590622246,1,,,,,,Middleton,,[]
553,21 Batchelder Street,completed,42.3218586485556,-71.0689806169165,0,0,0,0,0,0,Boston,Roxbury,"[""Commuter Rail: Uphams Corner""]"
196,The Lynn Home for Young Women,completed,42.4629416736137,-70.940658389814,43,,,,,,Lynn,,"[""Commuter Rail: Lynn""]"
197,Olmsted Place (161 South Huntington),completed,42.3269279617397,-71.1119017310103,196,,,,,,Boston,Jamaica Plain,"[""Rapid Transit: Heath Street""]"
194,Plymouth North High School,completed,41.9441754466842,-70.6517866743436,0,,,,,,Plymouth,,"[""RTA: GATRA""]"
3745,Myles Standish Industrial Park Expansion & Life Science Center,completed,41.9455406842839,-71.1218110999461,0,0,0,0,0,0,Taunton,,"[""RTA: GATRA""]"
287,Oakmont Lane Subdivision,completed,42.409907862878,-71.1948917989585,4,0,0,0,0,0,Belmont,,[]
285,142 Pleasant St,completed,42.3725013191571,-70.9863405227535,16,,,,,,Winthrop,,[]
205,Boston College - McMullen Museum and University Conference Space,completed,42.3394066428868,-71.1651266645666,0,,,,,,Boston,Brighton,"[""Rapid Transit: Boston College""]"
203,401 West First Street,completed,42.337713334413,-71.0443753745074,45,,,,,,Boston,South Boston,[]
206,637 East First Street,completed,42.3380790065729,-71.03403333063,23,,,,,,Boston,South Boston,"[""Rapid Transit: 21 Dry Dock Ave @ Design Center Pl""]"
2176,Sandy Knoll,completed,42.1209514691435,-71.3775816452371,26,,,,,,Franklin,,[]
214,5165 Washington Street,completed,42.2624069354926,-71.1564014866365,20,0,0,0,0,0,Boston,West Roxbury,[]
211,19 Peaslee Circle,completed,42.5722361037217,-71.0028307713371,1,,,,,,Middleton,,[]
745,"Alliance Energy/Dunkin Donuts, 1089 Concord Tpke.",completed,42.4453866535131,-71.3577984938734,0,,,,,,Concord,,[]
4162,Chestnut Park Apartments,completed,42.193481280991,-72.6263941611196,54,54,0,0,54,0,Holyoke,,"[""RTA: PVTA""]"
1261,225 Wildwood Avenue,completed,42.4918123070389,-71.1347171297687,0,,,,,,Woburn,,[]
274,8 Banton Street,completed,42.2882729153246,-71.0642329585904,18,2,0,0,2,0,Boston,Dorchester,"[""Rapid Transit: Ashmont""]"
4191,11-19 Walley Street,completed,42.389759,-70.998447,38,5,0,0,5,0,Boston,East Boston,"[""Rapid Transit: Suffolk Downs""]"
224,Four Corners Plaza,completed,42.3062486534946,-71.0679906021599,31,31,0,0,31,0,Boston,Dorchester,"[""MBTA Key Bus Route: 15""]"
1962,Hyde-Blakemore Project,completed,42.2849613263992,-71.1192049370983,13,,,,,,Boston,Roslindale,"[""MBTA Key Bus Route: 32""]"
746,AMA Transportation - 28 Plank Street,completed,42.5180919222443,-71.2387281424395,0,,,,,,Billerica,,"[""RTA: LRTA""]"
221,Brigham and Women's Hospital Stoneman Centennial Park,completed,42.3351086475994,-71.1057206196235,0,0,0,0,0,0,Boston,Longwood Medical Area,"[""Rapid Transit: Fenwood Road""]"
275,Epiphany School,completed,42.2936886562545,-71.0635606069118,0,0,0,0,0,0,Boston,Dorchester,"[""Rapid Transit: Shawmut""]"
228,West Square,completed,42.3409512860466,-71.0497532424535,255,,,,,,Boston,South Boston,"[""Rapid Transit: Broadway""]"
279,Post,completed,42.4185818116567,-71.2543311727964,0,0,0,0,0,0,Waltham,,"[""RTA: LEXPRESS""]"
226,Walker Park Apartments - 80 Walnut Park,completed,42.3146352913599,-71.0944798790179,17,17,2,0,15,0,Boston,Roxbury,"[""MBTA Key Bus Route: 22"", ""MBTA Key Bus Route: 32""]"
278,115 Hartwell Ave,completed,42.4647446474458,-71.2646204586775,0,0,0,0,0,0,Lexington,,[]
277,Archer Hotel,completed,42.4885907264468,-71.2231518041016,0,0,0,0,0,0,Burlington,,"[""RTA: LRTA""]"
2907,Boston Interiors,completed,42.1489671151021,-71.069273182782,0,,,,,,Stoughton,,[]
236,Brigham and Womens Hospital - Green Project,completed,42.3351081059579,-71.1045194906439,0,,,,,,Boston,Longwood Medical Area,"[""Rapid Transit: Brigham Circle""]"
233,Boston Public Market at 136 Blackstone Street,completed,42.3621686551056,-71.0574906251712,0,0,0,0,0,0,Boston,Downtown,"[""Rapid Transit: Haymarket""]"
4984,30 Penniman Road,completed,42.3553430901255,-71.1363841251032,46,6,0,0,0,6,Boston,Allston,"[""Rapid Transit: Harvard Avenue""]"
234,Gate of Heaven Residential Development,completed,42.3344847192375,-71.0403073081599,24,,,,,,Boston,South Boston,[]
747,Amazon First Mile Sortation Center,completed,42.1489441252565,-71.0618234419188,0,0,0,0,0,0,Stoughton,,"[""RTA: BAT""]"
1262,Cranmore Drive,completed,41.9955294228544,-70.904475100028,0,0,0,0,0,0,Bridgewater,,[]
556,70 Leo M. Birmingham Parkway,completed,42.3591346410194,-71.1467936594627,79,10,0,0,5,5,Boston,Brighton,"[""Commuter Rail: Boston Landing""]"
1239,151 Hancock Street,completed,42.2796230775379,-71.0337162530712,20,0,0,0,0,0,Quincy,North Quincy,"[""Rapid Transit: North Quincy""]"
749,75 Amherst St (MIT Media Lab),completed,42.3612544455342,-71.0873325859215,0,,,,,,Cambridge,MIT,"[""Rapid Transit: Kendall/Mit""]"
754,Beverly Hospital Danvers,completed,42.5841870705348,-70.9716967434785,0,,,,,,Danvers,,[]
755,Black Rock,completed,42.2020790798313,-70.9112932013188,138,,,,,,Hingham,,[]
753,Bernardi Honda & Hyundai,completed,42.056365617532,-71.0572339357985,0,,,,,,Brockton,,"[""RTA: BAT""]"
304,Whitney Place,completed,42.0964335121961,-71.2209206025308,0,0,0,0,0,0,Sharon,,[]
3795,Sphere Luxury Apartments,completed,42.4008018233095,-71.1119395773907,42,0,0,0,0,0,Medford,,"[""Rapid Transit: Ball Square Glx""]"
3815,Woburn Boys & Girls Club,completed,42.489383842269,-71.1544102378664,0,0,0,0,0,0,Woburn,,[]
305,Hopkinton School Project,completed,42.2136673133641,-71.5125978444073,0,0,0,0,0,0,Hopkinton,,[]
3834,Normandy Real Estate Partners- O Firmin/Pleasant St.,completed,42.2987181205405,-71.4925119569988,0,0,0,0,0,0,Southborough,,"[""RTA: MWRTA""]"
340,Minuteman Airfield,completed,42.461760502056,-71.5169351056084,0,0,0,0,0,0,Stow,,[]
324,490 Old Conn Path,completed,42.3130150384031,-71.3947208764914,0,0,0,0,0,0,Framingham,,"[""RTA: MWRTA""]"
327,270 Cochituate Rd,completed,42.3033338380762,-71.4026129366995,0,0,0,0,0,0,Framingham,,"[""RTA: MWRTA""]"
326,518 Pleasant Street,completed,42.3028731135098,-71.4594221624271,60,6,0,0,6,0,Framingham,,[]
339,Garrison Place,completed,42.5162777838418,-71.3584553806131,16,0,0,0,0,0,Carlisle,,[]
342,63-65 White Pond Rd,completed,42.4268979854342,-71.482176868014,0,0,0,0,0,0,Stow,,[]
1142,278 Washington Street,completed,42.2142063676821,-70.9611406639913,4,0,0,0,0,0,Weymouth,,[]
357,68 Middlesex Turnpike,completed,42.47626847066,-71.2146472723241,0,0,0,0,0,0,Burlington,,"[""RTA: LRTA""]"
361,Schoolhouse Commons 40B,completed,42.5206139960389,-71.1123380095142,20,4,0,0,4,0,Reading,,"[""Commuter Rail: Reading""]"
1241,501 Hollis Street,completed,42.6942899274711,-71.5367168908033,1,,,,,,Dunstable,,[]
356,Lahey Hospital Emergency Center,completed,42.484892617018,-71.2055669079115,0,,,,,,Burlington,,"[""RTA: LRTA""]"
341,271 Great Road,completed,42.4355175618397,-71.4967295320663,1,1,0,0,0,0,Stow,,[]
352,Alumni Field,completed,42.5427606909966,-71.4853479341957,0,0,0,0,0,0,Littleton,,[]
377,10-16 Everett Street,completed,42.3686626573442,-71.0370076188683,19,2,0,0,2,0,Boston,East Boston,"[""Rapid Transit: Maverick""]"
3859,Regency at Stow,completed,42.4548543988645,-71.5144296326208,66,0,0,0,0,0,Stow,,[]
371,Essex Landing,completed,42.4539575570028,-71.0238096078608,256,0,0,0,0,0,Saugus,,[]
363,380 Main Street,completed,42.4796391111845,-71.1000019654186,0,0,0,0,0,0,Stoneham,,[]
368,HighRes Biosolutions,completed,42.5769757341918,-70.9075727908771,0,,,,,,Beverly,,"[""RTA: CATA""]"
942,Clough,completed,42.5943593356445,-70.8429362851458,2,,,,,,Wenham,,[]
4629,LCB Senior Living at Penniman Hill,completed,42.1844539969143,-70.9071009878037,90,0,0,0,0,0,Hingham,,[]
535,Alnylam Pharmaceutical Manufacturing Facility,completed,41.9602465204061,-71.1343851637898,0,0,0,0,0,0,Norton,,"[""RTA: GATRA""]"
387,MGM Springfield Casino,completed,42.0985364104331,-72.5863226845232,54,0,0,0,0,0,Springfield,,"[""RTA: PVTA""]"
3935,295 Canal Street,completed,42.4184785435842,-71.0725498958555,0,0,0,0,0,0,Malden,Industrial Park,[]
758,449 Broadway (City Main Library),completed,42.3739093580009,-71.1097835459455,0,,,,,,Cambridge,Mid-Cambridge,"[""Rapid Transit: Harvard""]"
